# galactic coordinates #
# l(deg)    b(deg)   m_v #
  78.029  4.34963  7.65961713
  73.2839  1.10138  9.289269
  190.078  0.719536  22.1580121
  133.789  9.96691  10.5963649
  49.9375  1.6685  9.95509173
  169.565  9.45902  9.26229409
  186.702  3.51437  13.0390574
  38.5696 -6.96968  8.75342828
  280.385 -1.34803  10.023001
  348.843 -0.421589  11.7054348
  183.151  1.83438  11.04934
  359.007 -0.789652  18.5876894
  101.203 -4.22819  5.90565499
  218.005 -7.36029  10.8429617
  311.306 -25.9648  5.87804224
  287.089  0.821703  9.8133391
  36.2707  1.69862  10.1437609
  282.436  3.72964  6.7052877
  89.5983 -3.44316  2.01572482
  82.3408  5.62045  6.27880094
  206.72  10.157  9.68792137
  56.2894 -7.68084  8.58188783
  163.3  1.31491  9.46315482
  139.74  4.24298  10.5981651
  73.4862 -7.74836  9.8043505
  117.439  11.3557  8.42239774
  303.812 -2.3808  9.59733739
  109.732  0.660152  9.7537232
  304.303  4.67433  8.5013166
  84.0008 -2.79312  8.41375866
  128.979 -1.23334  10.2666206
  341.119  4.20999  8.83639446
  231.495 -1.21466  16.7794523
  336.451 -8.47572  9.01561067
  229.686 -44.3233  4.06647898
  272.379 -1.22979  3.58382933
  120.99  0.218152  10.0743648
  178.796 -5.16025  11.6448275
  246.741  6.59042  9.41890339
  234.555  12.7547  8.01028476
  352.903  25.3563  8.62986675
  63.8205  2.84649  6.86244138
  229.785  1.75679  9.05792799
  287.378 -0.383268  10.5238615
  271.28 -6.63199  1.54066925
  70.5357 -9.61603  8.45956187
  98.7023  10.8086  5.78838507
  156.025  1.54929  12.7184378
  18.5198 -1.74609  11.1446849
  179.485 -9.05095  6.85105252
  119.531  2.19592  11.7015639
  225.974 -4.43837  10.4378219
  328.32 -34.9851  7.1822542
  14.5364  47.1673  6.11514607
  99.3406  0.320871  8.02602274
  221.383 -2.50969  10.7027066
  289.78 -4.3379  6.80832459
  333.405 -0.288238  12.5613908
  249.308 -0.366116  12.0702347
  57.6868 -19.4072  7.41801754
  279.841 -5.4629  5.2612219
  185.914 -0.74902  10.9214998
  175.108 -16.0455  10.6661055
  350.583  1.076  9.92710036
  238.464 -1.61063  16.379766
  142.195  8.43255  8.35190669
  74.486 -1.87657  16.8968796
  320.986  5.4353  11.0225348
  242.696  5.2898  9.74192929
  162.042 -1.12114  10.0294527
  307.973 -2.98462  3.51597332
  323.106  5.6171  10.8654345
  17.2125 -11.7974  8.40403761
  288.328 -3.72155  9.26606443
  1.04923  19.7519  6.2743157
  89.1288  3.16487  1.81029771
  317.742  0.881013  10.0315079
  109.817 -1.03363  9.72907343
  4.80758  4.27486  11.6059707
  319.399 -5.81206  10.1849376
  200.491 -1.83569  11.1578954
  219.372 -0.106227  12.989829
  347.012 -9.21284  10.579668
  305.973  14.0905  6.25440898
  114.257  19.8073  7.71211616
  50.8257  1.68063  9.12943064
  54.6584 -1.89514  10.5706572
  162.465  21.3688  5.53220092
  3.06764  4.13469  13.4587479
  300.715  11.7705  9.24932869
  103.698  2.94732  7.44822915
  96.6229  8.93144  11.2895812
  219.02  0.943313  11.8002049
  278.965 -0.803023  11.6521303
  247.773 -8.71553  8.18307125
  215.958  4.28959  9.84520025
  164.528 -0.169071  8.50583538
  161.539 -6.24436  10.222194
  314.782  1.71513  11.6013853
  228.992  14.0197  7.33944459
  107.984  1.1084  9.94599335
  177.72 -4.83684  6.95216218
  259.652  13.7827  5.82911202
  354.418 -4.96681  9.04326728
  123.985  3.48486  10.9452077
  2.43497  3.01401  12.1174826
  237.869 -7.78175  8.24143618
  282.168  5.07262  5.62439863
  205.077 -2.73172  13.8133968
  237.934 -4.54977  13.2310186
  218.411  1.76036  10.114274
  255.212 -15.3567  4.84861177
  91.9434  1.5083  5.65995965
  269.017 -0.0964627  2.08086308
  149.899 -0.0290591  10.463817
  154.157  3.94883  6.93822812
  336.538  4.467  10.7551745
  326.365 -34.3448  7.9852419
  330.377  5.35486  7.6625015
  155.225 -3.99548  11.0879045
  202.689  6.63495  8.9292765
  321.082  1.80475  12.5323241
  172.931  2.57374  17.3897458
  89.7285  1.26888  0.508239816
  297.755  3.30098  10.1321878
  265.029  10.6452  5.19351523
  271.052 -27.2602 -1.63055853
  162.552 -4.14168  10.2055882
  270.46 -0.000885105  1.52417334
  311.193 -2.39347  12.3288088
  96.8077  1.76495  5.36567307
  261.737 -1.58956  7.28870372
  318.395 -0.408496  7.93512154
  272.89  1.52274  6.47346483
  139.17  10.727  9.9389946
  222.525  5.62706  7.87781098
  63.7524 -0.454288  9.03452728
  57.0666  13.5298  7.49894881
  260.96 -7.01226  5.4797068
  182.036 -9.50563  8.79975357
  338.168  0.944089  12.100342
  201.791  6.77328  9.3336438
  285.202  8.22363  7.90495856
  242.679  1.00032  13.6446158
  323.446  5.40965  9.84418324
  78.4329 -7.5191  7.05138102
  209.232  0.977038  12.589972
  127.392  0.284577  10.9142505
  266.104  4.2785  4.31120038
  37.3299  5.04871  8.73941768
  325.647  1.88268  10.0650163
  161.41  7.10238  8.68390545
  337.945  0.368898  13.6049219
  78.6512 -4.29739  6.85567207
  30.9847  43.2014  5.41410957
  76.0846  5.32064  6.80004352
  198.074 -27.5299  6.59685643
  345.289 -5.86305  12.0731773
  173.298 -12.1106  11.0983351
  196.344  0.580158  11.5326656
  39.5035  2.38913  11.87039
  58.1872 -4.21025  10.8631648
  91.8732  1.88897  4.89742411
  99.7082 -1.73217  4.6962968
  273.957 -9.18452  2.80132839
  314.226 -6.21955  8.14275606
  107.637 -30.339  3.50690706
  318.724 -2.81596  9.86627346
  21.1101 -5.1457  10.3882111
  93.8944  9.09909  13.9368335
  348.268  0.97515  8.39649388
  138.076  0.757944  13.3429045
  259.457 -7.19417  7.82174941
  51.1775 -7.08872  8.98559157
  15.6487 -5.04534  10.5699684
  49.5113 -12.7546  7.62846453
  155.474 -4.04498  9.08135263
  53.3798  1.80794  11.5169058
  284.956 -2.99179  9.11859158
  24.4943 -12.4351  7.05753463
  26.2116 -8.88966  11.3147638
  122.487  6.52725  9.2706194
  152.316  5.36508  11.0632181
  295.028  1.15997  10.944906
  172.158  0.601359  12.7069469
  118.907  6.66349  8.4793434
  47.9618 -4.49271  11.73566
  101.651 -5.58974  5.94028531
  180.474  25.5048  9.25259921
  294.432  6.11255  6.70495187
  336.435  1.45918  13.5025692
  64.5418 -0.364671  6.09143077
  59.578  3.49571  10.9286561
  338.339 -7.65239  9.68018195
  148.377 -3.89461  11.142075
  37.5111  1.45823  9.85686484
  38.3126 -14.4215  9.86936572
  211.974 -1.71453  13.3648645
  337.575  11.4798  8.12748202
  288.39 -6.13086  6.72023625
  101.256 -3.62615  5.95559872
  173.964 -5.93068  9.92991468
  250.333 -13.1659  7.53115803
  309.22 -1.40126  10.7792833
  158.545 -1.86089  10.7955294
  254.341  7.43497  6.32621243
  168.628 -0.950173  14.4824845
  76.8164  2.46368  8.84039186
  74.5956 -0.97816  12.018332
  200.721  16.0949  7.74718847
  31.9678 -3.25615  9.77298001
  298.496 -4.20498  7.77997526
  7.79884  15.3953  10.9238151
  163.243  2.1405  10.271657
  50.4498  0.269254  11.1129956
  92.7692  1.03877  3.01238184
  181.881  4.16272  12.9780271
  116.758 -0.717947  10.6760425
  181.683 -1.1673  14.0020689
  91.1971  1.16421  3.68165375
  289.247 -1.61266  8.5975769
  301.278 -0.0702803  14.063775
  187.09 -0.465695  8.65108328
  184.485 -0.811646  12.5699738
  277.784 -2.56978  6.4928777
  102.29  5.24645  7.29633726
  153.565  1.95057  11.7770014
  316.538 -4.98241  9.81132242
  192.6 -1.81481  14.4546892
  120.308 -3.32105  8.99656645
  92.11  3.24733  6.44902211
  150.495 -4.07956  10.9253274
  13.1871  53.9621  5.57744531
  149.828  8.94908  10.7949754
  240.261  2.4227  11.6703275
  88.5452 -3.81812  3.61138634
  212.333  0.298357  10.3381793
  263.754 -0.909232  5.88052585
  175.102  7.59226  10.8589439
  44.1686  8.17402  9.48582421
  122.219 -6.40187  10.0194455
  160.383 -1.36867  11.8410758
  6.19395  0.734861  9.36090179
  67.933  14.1933  6.62732975
  19.2677  0.263813  12.8592931
  235.961  13.1627  8.21780473
  36.9409 -2.49688  9.57306281
  160.213  0.0742045  12.6320557
  76.7572 -3.02318  6.32575527
  335.148  1.62118  7.46349972
  121.147  8.28275  5.23648656
  131.87  2.14706  10.6493503
  312.527 -13.5104  7.21585724
  340.387  3.18761  10.6906571
  247.613 -9.78509  7.40520963
  32.395  4.37429  11.7667714
  313.282  1.69447  10.626863
  26.7614  17.3756  10.3852987
  37.947  2.22809  11.7736552
  136.133  0.530789  14.0518258
  332.757 -4.21062  9.16387135
  310.332 -5.48251  9.33556796
  153.94  15.2189  9.64673956
  213.223  5.16396  8.22005796
  334.474 -3.88578  11.5292076
  114.449 -0.102756  11.4267654
  199.929  24.1826  8.74617446
  80.4112  6.61775  4.52595632
  165.779  1.40648  11.4878838
  214.598 -0.0245169  10.4286605
  234.72 -1.17936  14.9241474
  259.365 -32.6787  1.9804802
  169.301 -52.9751  7.21962293
  103.253  4.4996  6.47678625
  220.927 -6.58711  10.817099
  246.265 -3.21759  8.76141133
  264.499 -0.269955  4.6795615
  278.418  2.53896  7.14310105
  1.23643  3.53399  7.29706335
  195.444 -8.30746  9.21584456
  252.272 -13.7208  6.46997103
  54.695  1.44822  11.7138155
  300.253  2.52559  8.23748494
  151.312  2.03514  13.0656457
  348.467  14.0432  10.5246736
  231.813  8.45242  9.25226656
  256.397  5.60392  6.78437739
  306.261  0.169599  10.034722
  293.502  36.99  5.40855551
  231.293 -0.684314  17.6096839
  240.631 -2.16552  11.3788822
  107.629 -3.42398  6.38454056
  192.586 -11.4617  18.9709601
  220.799  19.1035  8.02028537
  139.107 -5.90435  7.21082461
  166.677  7.70956  10.2477844
  289.765  5.62615  8.37531936
  67.8778 -1.87724  9.94632104
  46.1667 -4.30094  11.4112078
  340.355 -2.84574  10.9305117
  164.874 -14.6158  10.4142999
  302.538  20.1952  7.82433152
  36.5983  2.53356  11.6711131
  27.6709  2.74296  11.0534048
  207.972 -3.05715  14.0202832
  241.724 -1.55041  13.1275989
  296.646  6.36385  6.34621956
  188.14 -6.67306  10.2457524
  110.865  7.08875  8.5218073
  133.791  11.5259  9.13060261
  110.304  4.24031  9.96924303
  10.2505 -0.41632  14.7487078
  354.134 -13.8327  9.17839916
  71.1122 -0.176413  10.469684
  84.5246  21.3716 -3.11021995
  202.486 -9.06066  11.7558258
  312.948  3.73435  9.47451236
  31.607 -1.16175  11.954506
  145.938  6.73359  10.1783114
  83.7605 -5.21437  5.44173835
  270.602  1.71663  0.0330325269
  283.769  8.99676  6.77903162
  109.247  3.97803  9.11044732
  153.307  0.290243  11.3350555
  15.2507  1.11991  8.09236485
  128.003 -4.63942  8.87105482
  141.331 -1.16479  14.7107342
  298.965 -8.4302  8.62578337
  304.731  6.94054  8.62755681
  151.585  2.03175  12.0132865
  206.062 -2.03217  21.5259247
  28.987  0.22316  11.4555213
  243.202 -1.14971  12.0175497
  154.467  0.434906  10.7312479
  58.9858  4.71518  9.9474336
  294.422 -7.98096  4.97187262
  222.159  8.39608  10.107781
  4.35688 -0.626549  13.5711144
  213.353  9.36769  8.49760863
  219.246 -7.93298  11.4306233
  299.531 -0.64291  13.4061108
  185.349 -19.3939  10.2235797
  0.268563  0.507234  10.2530141
  39.943 -17.8091  8.23585933
  227.718  3.49718  9.61365123
  311.01 -4.98286  9.24069477
  113.974  2.06069  10.5510851
  304.006 -9.80528  8.3023505
  225.575 -5.79535  9.77793616
  257.415 -10.429  6.72485462
  220.876  18.2605  7.29841029
  120.251 -1.13464  9.83077101
  64.9764  0.142756  8.3934366
  312.418 -2.04944  7.36879683
  264.197 -4.29429  5.83371594
  216.368 -17.0467  10.395431
  23.5699  2.69429  9.22886633
  31.3104  2.71641  12.9726965
  34.3689  7.82819  9.67237976
  76.5554  1.30419  5.64637725
  305.841  13.4525  7.25477532
  48.6755  7.6673  10.1884012
  249.066 -6.1606  11.4010195
  325.383  5.44668  10.6728841
  160.963  2.81964  8.94590243
  343.467 -4.71127  7.60608973
  342.785 -2.98388  10.464868
  69.7058 -0.498154  6.82149771
  337.974 -9.86408  10.7639353
  208.389  0.237122  11.711852
  276.232 -6.98486  4.63059171
  259.256 -61.3609  1.97561472
  146.898  0.316427  13.5845347
  164.307  15.402  7.12976
  163.386  6.70538  6.58086643
  335.28 -4.9566  8.98986811
  253.149  4.05531  7.03570459
  281.583  12.655  3.76808215
  232.571 -1.85847  13.0560835
  312.177  11.3772  10.1782545
  314.09  13.9059  7.95263061
  67.6386  7.78049  7.1974379
  265.269 -2.86791  3.63484412
  1.526  0.692123  12.4482017
  22.7318  6.12518  11.4360313
  8.02531 -8.87584  9.88945089
  78.3557  4.89664  5.01863627
  128.084  3.20754  9.26380596
  104.939  0.258846  10.3134171
  315.046  0.129465  8.21452043
  331.786  15.9666  8.9540781
  176.831  11.2872  8.24273844
  84.9941  1.18397  8.53625144
  196.971 -11.6703  9.41520701
  358.751 -6.97718  10.181829
  81.8875  7.7108  5.46418775
  155.031  2.67872  13.2082686
  338.251 -0.283506  12.7231001
  180.665 -32.3905  7.03420506
  85.5593  6.49068  4.57351825
  138.354 -0.182941  13.0724835
  248.332 -3.33282  8.02310612
  290.551 -12.5415  8.39178221
  99.7226  1.93461  3.67051205
  195.743 -0.518449  10.1767042
  224.029 -0.0674819  14.101649
  235.574 -1.09578  11.9643907
  292.491  6.05095  7.04105428
  27.6705 -5.29739  8.79129626
  134.739  2.3253  11.32821
  114.042 -69.9242  3.80154031
  134.21  2.79301  9.89148296
  173.183 -0.194238  14.1663317
  14.3539  7.69635  8.46149599
  163.429 -1.45186  10.4393125
  40.2747 -6.26302  7.94866592
  296.583 -19.8244  7.23099353
  295.855 -3.78913  7.85793281
  7.75314  1.65835  9.95963964
  233.066  18.6485  5.95406148
  342.932  1.70831  11.1843585
  311.876 -0.817566  10.0720356
  62.8225 -0.312329  10.8010625
  102.541 -9.59201  6.05089651
  207.588  3.87077  8.41175962
  185.985 -0.0466602  12.2807608
  178.806 -1.35659  13.0953904
  72.3049  7.63481  6.81569614
  298.862  0.307152  17.0802294
  13.5166 -7.82229  11.1956912
  125.908  1.49183  7.48265312
  349.211  1.99012  10.3558212
  187.165  4.70773  9.24514757
  179.588 -2.81596  12.3748795
  155.368 -0.767643  11.8886964
  103.427 -1.8838  7.90924872
  192.4 -5.15053  10.3036801
  293.606  3.62053  8.44333266
  174.457  12.4778  4.84801646
  215.81  0.661377  11.6428304
  6.6449  1.80845  10.1673019
  312.444 -6.86327  8.97965105
  213.231 -7.29632  6.30849436
  95.7111  1.20217  6.61232698
  202.762 -17.9253  11.5133028
  86.0429  6.24673  5.90276345
  184.167  6.42394  9.18337196
  195.707 -9.35523  11.1374215
  265.29  11.1876  0.61079991
  89.356 -0.815439  1.76391879
  348.77  3.67139  11.932299
  199.229 -4.35418  11.5606777
  228.498 -8.52426  10.7657581
  289.306  1.05956  12.0546247
  4.6859 -3.47895  12.7638992
  200.492  0.921142  13.9595329
  260.081  32.2174  3.82697593
  310.352  3.12412  9.31961133
  118.904 -0.719443  10.7202052
  149.825 -1.28696  14.5336943
  298.539 -5.03725  7.6409129
  127.262 -8.25118  10.3145449
  67.5009 -20.0202  2.24183067
  319.322 -0.924874  8.20353115
  351.833  2.83995  9.58357548
  166.865 -26.9108  8.79828885
  316.366 -1.02431  7.14442815
  352.304  1.89536  5.88258775
  335.134  1.72254  11.3050325
  118.161  1.41556  7.38750814
  209.622  21.6791  6.76834657
  312.556  2.70876  7.70355535
  240.204  0.35118  11.425003
  294.496  3.8749  10.0124302
  274.224  2.77515  6.2324366
  209.088 -2.71784  13.6014262
  220.473  1.27155  9.73971934
  4.22937 -0.881873  12.7881668
  250.028  6.53358  6.28317806
  167.284  1.24234  10.7424279
  339.667  3.66534  11.3959376
  81.6939  8.97072  6.66868235
  75.4974  5.42411  7.98750964
  260.646  1.16867  7.87413617
  181.141  3.9459  10.6039305
  196.948  8.4447  9.8777993
  341.089  4.80469  10.2814533
  338.558  32.4609  8.38619422
  323.798 -1.93057  11.3909608
  206.689  2.10846  12.1063721
  196.344 -2.61616  12.9416177
  268.012 -2.5895  4.83950337
  90.855 -0.167167  1.51303589
  279.958  24.4964  6.03467435
  262.712 -5.12107  5.12211108
  130.456  0.0151604  11.2815283
  95.5726 -0.368189  8.74275233
  220.158 -0.0850308  12.7561312
  240.964  2.45378  11.1935647
  294.74 -2.03404  15.6632322
  158.756  43.0194  6.60014896
  111.278 -15.6511  8.31666485
  214.479 -6.60209  6.39846333
  29.68  6.00832  9.69315855
  110.311 -1.73755  9.9371039
  148.906 -2.93723  10.7204194
  23.9165 -20.0779  2.87513397
  106.152  3.8259  8.94325051
  74.6839  0.723384  9.74498212
  149.666 -2.421  13.5483351
  68.0193 -17.5881  7.50862914
  301.865 -4.34619  6.79824551
  99.1992 -1.60816  3.93387179
  345.606  3.73969  11.5671374
  106.822  3.105  8.69880155
  5.25385 -6.55213  6.96175758
  305.133  1.90549  10.3292921
  132.897 -2.91601  9.90845895
  185.088 -11.2564  10.8912952
  122.857  2.16324  9.81576593
  139.186 -41.8458  5.16936643
  6.25318 -7.72271  7.65815047
  20.6911 -10.2005  8.20325197
  351. -0.698226  12.686952
  220.821 -15.5984  5.4814998
  345.224 -8.25676  10.2463286
  39.7168  3.1579  11.2048165
  236.653 -13.1089  6.84181804
  118.705  38.4471  5.42249714
  158.348  20.9668  5.14710606
  180.585 -29.8157  7.63112561
  347.097  6.89236  9.801181
  196.616  4.96554  11.4028205
  88.2581 -5.55745  4.49594225
  317.642  0.667722  9.58653901
  150.231 -2.01154  10.0433484
  165.509  4.89104  10.3764174
  295.319 -1.78901  10.541581
  184.508 -0.576177  15.0693275
  348.643 -3.74483  11.5807864
  337.163  1.34548  9.64463049
  40.6925 -1.37188  11.3950326
  28.8373 -19.0178  7.25590101
  45.0865 -1.19897  10.8117615
  203.413  8.37972  9.65065926
  162.584 -4.05232  10.3011406
  340.918 -1.3047  11.143477
  93.1318  2.51483  7.70228679
  80.0902  15.4059  5.39669838
  321.545 -71.6837  2.60438795
  304.368  3.10555  10.9937406
  80.3068 -1.56146  8.26277528
  339.928  8.56657  10.9058416
  8.81321  2.16878  10.6446349
  346.001 -10.0415  8.68453815
  136.909 -8.78145  8.78531113
  294.69  9.49619  4.02003667
  38.0791 -2.07954  10.9575978
  120.439 -4.75806  10.3559546
  199.889 -3.00563  8.04027991
  134.358 -2.17673  9.97644943
  40.1022 -1.48604  10.3860135
  252.609 -2.45434  7.65349105
  269.355  10.3126 -1.57724097
  321.329 -2.93177  11.0139656
  274.909  17.3234  4.60908658
  78.3371 -0.491518  8.53176929
  173.275  4.979  7.03900031
  24.5069 -5.1956  10.6637011
  157.467 -56.3859  6.14909169
  86.5079  2.94549  4.41099577
  26.0376  7.30244  10.776956
  265.171  5.8391  5.10533911
  78.1792 -5.22036  6.41134341
  187.721  5.74412  9.09695839
  177.942 -7.60495  12.1413175
  283.784  2.40905  8.93465024
  85.8533  4.56488  4.59244024
  352.116  0.510552  13.7289131
  300.311 -1.30399  8.94464912
  16.3927  17.5825  10.6327612
  73.7548 -2.56302  19.7591135
  36.9067  6.50117  7.52417457
  196.53 -7.22453  10.2739105
  288.678 -12.1879  6.34368484
  94.1015 -15.8849  2.56440068
  247.222  9.95927  6.73206915
  297.186  0.244445  10.0371695
  58.6942 -8.59228  8.08727403
  244.481 -44.8809  1.65161702
  355.32  8.39191  8.65853757
  256.164  22.4057  6.24422187
  296.567 -5.27484  8.3861318
  83.0683  4.05683  7.63679681
  263.444 -8.29318  6.23401008
  126.602 -5.00582  9.25268941
  26.9416  14.4175  9.35709594
  142.182 -6.2833  10.3543122
  128.026 -0.245886  9.64515436
  293.877 -1.28692  13.6532609
  206.281  1.21167  12.5061017
  174.585 -7.50193  10.9889123
  108.141  3.24489  10.1925044
  87.3147 -10.8441  2.4748037
  4.62281  1.0641  10.1753054
  102.715  0.250987  9.51368583
  156.724  3.93375  9.9322857
  161.99 -7.26902  12.8461135
  58.9202 -5.66244  8.49413105
  45.54  1.74027  8.35389173
  127.489  2.67015  9.4014506
  182.351 -4.75865  11.2120482
  315.658 -0.545055  11.6443468
  164.834 -0.944011  10.7450785
  148.008 -2.90485  13.9697931
  63.0962 -2.16151  9.38291351
  160.783  4.13927  8.82920284
  291.807  1.4883  8.2779079
  198.804 -13.4222  10.9789058
  349.068 -20.3122  10.6115965
  233.965 -3.21638  10.4602248
  24.1333  6.19382  9.80020835
  28.1547 -2.09155  11.7997204
  36.9699 -10.4962  9.58223769
  347.105 -0.150045  10.0734361
  278.021 -28.3124  2.56539537
  261.25 -4.37828  6.28012268
  306.177 -0.606686  10.8298367
  256.374  0.115448  9.05381701
  124.785  4.11426  9.76844173
  122.848  3.21939  11.2443919
  144.629 -6.66957  11.0926392
  2.6891 -8.81062  8.08779927
  331.769 -17.3708  5.50898542
  146.277 -10.7336  10.0332722
  317.672 -8.27103  9.11182175
  251.377  14.7309  6.86126235
  200.671 -0.566177  12.0380428
  142.92 -2.17786  11.6815951
  98.3031  8.16659  9.41498067
  308.312  0.749126  11.0208687
  356.637  2.91041  10.6660416
  330.305 -1.86665  11.9116976
  156.214  10.9521  8.91712346
  228.588  5.06836  7.36959988
  205.308  3.2629  9.59573215
  216.218  0.216269  14.513951
  266.125 -1.2867  4.6864622
  108.208 -5.38589  7.69831097
  45.0032 -5.0239  8.71460454
  68.6017  0.0823405  10.326815
  342.992  1.05849  13.0997513
  226.771  23.4865  6.1821725
  40.8035  7.70177  9.50936418
  133.828 -6.60814  9.3413738
  22.7957 -7.25977  11.7278093
  128.195 -7.04148  10.0146664
  204.411  2.24919  12.1635468
  96.4287 -41.6052  3.08609077
  103.472 -6.30019  5.28520747
  233.675 -1.39665  14.402186
  90.7176 -1.04258  0.359071883
  79.0247  7.77299  7.90609994
  215.814  0.959812  13.0311613
  210.139  2.0044  12.1453013
  279.419 -9.4329  5.22728151
  94.6356  18.3004  3.66948999
  43.4892 -7.50773  7.53781337
  39.101  11.2729  8.39737568
  153.074  16.2085  9.06618368
  102.088  3.68144  6.25613403
  163.906  20.4011  8.49601312
  121.697 -2.04252  8.5589743
  296.675 -4.26683  7.83099711
  337.893 -0.933552  11.1383307
  277.048  2.4143  6.13276522
  165.329  8.37585  11.3067795
  213.365  3.0974  9.2765121
  344.309 -1.0693  9.85636143
  71.4326 -8.05714  8.29047493
  104.205 -2.72381  8.45797429
  245.735 -0.285889  13.0546393
  36.7572  3.16365  11.9328331
  252.348 -3.20268  8.57208228
  346.993 -1.05813  9.96122202
  293.702  42.1994  4.73487169
  161.402 -13.0111  9.5590112
  101.085 -1.37012  7.76643451
  267.908  30.8814 -0.799517419
  345.215  7.84299  11.2433033
  55.5817 -5.902  8.91488328
  356.762 -2.29654  8.89704755
  322.554 -3.10676  11.3896603
  228.955 -16.533  9.56209417
  67.1264  1.15656  6.84529732
  192.468  1.85467  11.6235094
  322.217  2.47056  9.93450411
  289.53 -0.259921  12.3182489
  68.4414 -12.6468  7.31452403
  322.639 -2.31983  8.08775272
  359.701  20.9845  10.2180645
  194.967 -2.70843  12.404361
  164.038 -8.85301  14.3032425
  1.83153  1.05222  9.36415462
  154.451 -13.418  6.95933823
  62.1934  1.152  10.1763001
  277.949 -1.38994  4.40454131
  97.0466 -8.48985  5.81709431
  3.65172 -7.60834  11.7810957
  149.58  4.00963  9.67512453
  264.86 -2.73568  5.68450554
  166.958  4.5835  11.5666421
  158.749  0.88728  11.5476169
  352.742  3.99972  12.3929669
  6.47876 -1.65473  12.7058489
  59.  3.27613  10.0878203
  229.675  5.2979  7.74931746
  84.3384 -11.5473  6.1582192
  235.846  0.840474  17.0931664
  212.055 -7.13074  8.0579889
  141.195  0.534735  15.466993
  199.066  53.0038  3.22665315
  217.375 -14.3648  15.2571409
  26.7541  8.31533  9.75685863
  52.0624  0.491019  11.6790621
  213.858  18.5854  7.43845679
  338.101  43.2255  8.06394084
  288.483  10.4303  7.00538869
  110.83 -3.75158  8.53962788
  123.909  0.186409  9.02671699
  47.5548  0.926122  10.395495
  73.2607 -5.34476  8.09747339
  73.4743  19.8529  5.81227312
  151.164 -6.21086  11.2163362
  305.399  0.340423  14.3080091
  212.034  25.8745  6.79247811
  35.9938 -5.06368  9.13072695
  89.0059  1.57437  0.915908494
  216.221  12.7207  6.09664599
  253.073  1.04702  7.49614848
  238.972 -2.88929  11.5842109
  1.59089 -13.6165  8.31838242
  313.755 -11.4441  6.94847015
  349.21  1.42317  10.8383271
  111.48  10.2081  9.48990365
  129.531  0.0894577  11.8003098
  308.713  9.92222  8.27434693
  57.3607  7.69582  8.87235118
  172.921 -2.61729  11.7158892
  335.272  1.99115  9.57527674
  204.548 -1.39951  11.9407943
  318.826  8.54753  9.08100823
  58.8409  2.42617  10.9180166
  27.5816  1.60266  11.8192886
  226.571 -2.69695  10.9856745
  32.8944 -10.6184  9.21824577
  193.243 -0.3505  18.4646136
  141.873  0.635182  15.1973637
  258.962 -10.6031  7.6645296
  347.996 -2.56993  10.9057622
  48.1708  3.77505  11.384047
  47.4421  1.15879  9.37269384
  54.4274  0.234727  7.23191231
  186.507 -1.09912  12.2831337
  155.496 -3.13076  12.0839879
  179.203  4.9302  11.3369951
  124.747 -5.5528  10.3622014
  275.566 -10.5791  5.78886367
  270.943 -3.82764  3.84634584
  76.2536 -14.0998  5.153779
  33.3908 -2.08352  12.798262
  321.992  5.71138  10.4779715
  1.52914  14.5974  8.63496568
  4.30865 -0.955733  14.5122097
  93.5722  0.572871  5.4296681
  293.003  2.96626  10.9597607
  145.836  3.87629  9.08448317
  335.222  2.5747  12.4834186
  27.2878  8.27244  8.22419404
  49.6956 -18.773  7.87540492
  290.419  6.18878  9.20730091
  292.105 -9.42705  5.64825172
  79.8555 -1.43575  7.60837222
  258.815 -23.1901  3.52578203
  116.216  20.3236  6.73711317
  52.8468 -5.14196  10.0247013
  332.35  3.17993  11.6033904
  262.491 -5.48117  6.11146465
  232.858 -3.90256  11.4802131
  306.197  0.239003  10.6225656
  68.7123 -8.72747  9.3613993
  129.147  4.02722  9.25746347
  91.6624  0.441148  3.89866
  18.3848  6.61708  10.6621711
  257.392  2.3863  5.74689748
  265.775  0.944415  5.213406
  254.355  0.8151  9.2842327
  328.573  4.05138  10.339921
  205.179  3.77809  9.37624688
  198.792  9.4812  11.9724701
  106.692  2.8457  9.12885289
  345.075  26.7986  9.0576298
  331.329  0.695738  14.7350748
  229.416  4.38071  8.87450936
  11.6339  8.45957  10.5990365
  265.134  10.1183  2.93755231
  312.411 -15.0139  8.72220695
  196.788  4.81541  8.24143972
  272.002 -3.88107  5.46787199
  278.288  2.3995  3.48227601
  79.7815  0.928204  5.90785519
  319.394  1.04541  10.7013491
  280.098  2.7758  7.09861412
  34.8217  11.1981  10.4096149
  243.295  3.28636  8.17579173
  62.2015 -0.953389  10.8028531
  294.591  10.6986  6.56877935
  183.564  4.98832  7.85234444
  190.897 -1.17856  15.7706793
  133.388 -0.20118  13.0345995
  333.937  11.5143  10.0897135
  358.307 -2.15642  13.8091214
  271.584 -4.5755  3.46190977
  28.6785  1.09658  9.35461819
  2.62455  0.916987  7.74579981
  101.319 -12.2491  5.51038844
  237.769 -15.6557  7.21988989
  118.412  6.45755  10.8413627
  317.972  4.54016  7.93005967
  147.626 -1.83517  15.3043498
  279.77 -29.3655  3.36201565
  115.217 -5.9143  8.67520867
  202.971 -1.90135  7.88693138
  83.2462  17.9687  2.80391568
  134.57 -8.95796  6.24273488
  106.017 -1.13832  6.71288259
  261.562  3.02702  7.59629848
  268.582 -5.84988  2.09220054
